bge,auipc,srliw,blt,jalr,jal,lw,add,lui,addw,bne,sd,ld,slli,beq,addi,sw,slliw,addiw,sraiw
5,35,1,3,43,10,49,5,28,2,4,16,19,5,1,148,27,2,28,1
