auipc,bne,addw,addi,jalr,lui,bge,srliw,ld,slli,add,remw,blt,sd,addiw,jal,sraiw,sw,lw,subw
23,8,2,114,30,26,5,1,26,13,13,1,3,15,30,11,1,31,65,1
