auipc,lw,beq,jal,addi,flw,fsw,slli,lui,ld,jalr,fsgnj.s,bltu,bne,sw,srli,addiw,sd
13,5,1,1,53,2,1,1,13,14,17,1,1,2,6,1,2,9
