lui,fld,fcvt.d.w,jalr,lw,auipc,fsgnj.d,fmv.x.d,bne,fsd,addi,sw,ld,sd,fmv.d.x,addiw
78,6,7,173,49,161,26,7,2,1,441,14,23,23,7,2
