srliw,sraiw,jalr,lui,jal,lw,slli,blt,bne,sd,ld,add,addi,auipc,addiw,remw,bge,sw,addw
1,1,28,26,9,49,10,3,5,14,20,10,108,21,30,1,5,29,2
