jal,bge,addiw,xori,bne,addi,auipc,lw,slli,blt,lbu,andi,jalr,lui,sb,add,subw,sd,sw,ld
4,1,12,1,4,90,15,28,7,3,1,1,23,17,2,7,1,19,17,24
