lui,andi,lw,lbu,beq,ld,slliw,divw,addi,sd,sw,addw,sltiu,jalr,auipc,bgeu,bne,xori,bge,remw,jal,addiw,blt
22,2,22,4,2,17,1,1,114,15,16,3,1,31,25,2,4,1,3,2,9,21,1
